255	2	94	2.228467	7.024037
256	1	100	0.386241	7.362045
257	1	100	7.665751	1.602794
258	1	100	6.386981	0.360079
259	2	8	8.433819	2.576099
259	2	92	2.407758	9.112809
260	1	100	6.442068	-3.166212
261	1	100	0.893901	8.967419
262	1	100	3.774420	5.905201
263	1	100	0.052567	6.149457
264	1	100	0.407286	4.716224
265	1	100	1.818384	8.452837
266	2	87	0.323608	5.849143
266	2	13	5.964981	-0.293216
267	2	83	6.619297	0.480250
267	2	17	0.896134	6.530733
268	1	100	2.609708	6.374090
269	1	100	4.741483	7.764885
270	2	83	0.763184	6.549522
270	2	17	7.284560	0.823965
271	1	100	6.823121	0.922601
272	1	100	-0.275796	6.650199
273	1	100	1.248713	7.998820
274	2	70	1.908536	7.452856
274	2	30	8.148925	1.510273
275	1	100	6.509564	-0.193944
276	1	100	7.083857	2.344565
277	1	100	8.090497	-0.509280
278	1	100	0.529550	7.290851
279	1	100	3.057697	6.832751
280	1	100	0.427266	5.159212
281	1	100	0.120956	5.898069
282	2	96	7.623278	0.409605
282	2	4	4.004283	6.395526
283	2	20	3.365349	8.264702
283	2	80	9.885649	3.562598
284	1	100	9.436710	-1.785015
285	1	100	1.365576	7.239050
286	1	100	2.129779	6.247650
287	1	100	0.966998	5.660535
288	1	100	7.254564	-4.184886
289	1	100	6.156953	0.341979
290	1	100	5.727536	0.839757
291	1	100	1.256467	7.046033
292	2	83	2.724593	6.665216
292	2	17	7.073529	3.440745
293	2	22	1.150943	8.522390
293	2	78	5.957090	3.022493
294	1	100	0.453093	8.990814
295	1	100	7.204241	-0.427426
296	1	100	7.142091	5.043053
297	1	100	-1.184026	7.001016
298	2	15	6.957235	1.239038
298	2	85	1.604232	6.742214
299	2	92	-0.226406	8.194886
299	2	8	5.619846	2.837724
300	1	100	-1.069065	5.697457
301	1	100	-0.598261	7.687713
302	1	100	3.778339	6.702125
303	1	100	2.893297	9.559964
304	1	100	1.600281	5.711723
305	2	90	0.666712	6.689641
305	2	10	6.865196	2.411215
306	1	100	8.283362	3.041328
307	1	100	3.182937	7.409891
308	1	100	6.125421	3.324880
309	1	100	1.688540	7.060626
310	1	100	3.005564	5.153950
311	1	100	-0.522407	8.811994
312	1	100	7.562912	1.203561
313	1	100	2.122251	6.680493
314	1	100	4.708563	2.793099
315	1	100	6.599558	3.691174
316	1	100	6.553462	4.428704
317	1	100	7.246808	0.283710
318	1	100	0.527904	4.133979
319	1	100	0.697747	8.794849
320	1	100	1.474807	7.104889
321	1	100	6.162016	1.294679
322	1	100	3.022077	6.214967
323	2	56	5.490446	2.751212
323	2	44	0.659869	6.832938
324	2	30	7.880772	3.438467
324	2	70	2.074339	7.449285
325	2	54	1.174701	8.530465
325	2	46	6.399992	3.423064
326	1	100	-0.625090	7.756712
327	2	67	7.277218	3.479018
327	2	33	4.472270	7.051513
328	1	100	1.875141	6.429522
329	2	81	7.421132	3.193770
329	2	19	2.958161	6.682003
330	1	100	5.839754	3.793119
331	2	93	-1.581732	6.149093
331	2	7	4.710645	2.903993
332	2	74	5.574412	2.281452
332	2	26	-0.650586	7.501020
333	1	100	1.491492	5.610842
334	2	80	7.609493	2.163253
334	2	20	4.619978	6.048048
335	1	100	6.271928	0.143140
336	1	100	-2.584777	6.623774
337	1	100	2.159671	6.256029
338	1	100	1.955326	6.890877
339	1	100	0.858010	6.837657
340	1	100	-0.404350	6.848571
341	2	11	6.810404	3.642978
341	2	89	1.070563	6.508895
342	2	80	7.228958	-0.157059
342	2	20	0.849971	5.628933
343	2	87	1.106825	6.308769
343	2	13	7.741304	2.188796
344	2	60	1.287553	6.895084
344	2	40	7.471480	0.601173
345	1	100	1.190425	3.652252
346	1	100	5.456641	-1.297186
347	1	100	5.639238	-2.217900
348	1	100	-0.021469	7.338534
349	1	100	7.004768	0.161169
350	1	100	6.203170	0.480895
351	1	100	2.247257	6.869893
352	1	100	6.213552	-0.215837
353	1	100	6.763516	3.398004
354	1	100	8.417749	1.125411
355	2	38	7.194482	-1.136682
355	2	62	1.698234	3.968297
356	1	100	7.539951	0.280145
357	1	100	-0.530462	6.945602
358	1	100	-2.977378	6.514016
359	1	100	8.153215	2.131597
360	1	100	0.140537	6.530099
361	1	100	7.986040	1.244323
362	1	100	-0.411630	6.845263
363	1	100	4.919398	6.417285
364	2	80	5.959355	3.437973
364	2	20	2.144943	6.969673
365	1	100	3.595982	0.197728
366	2	95	8.599149	0.227284
366	2	5	3.979900	6.219498
367	2	45	8.064749	4.934997
367	2	55	3.143880	7.108970
368	1	100	2.993238	7.025010
369	1	100	6.461091	1.132436
370	1	100	4.634701	6.415508
371	2	49	1.565821	8.526449
371	2	51	7.047943	2.702858
372	1	100	-0.164446	6.982531
373	1	100	7.148411	0.647825
374	1	100	3.288161	7.801709
375	1	100	1.847727	6.749234
376	1	100	6.582329	2.951992
377	1	100	2.226674	7.471774
378	1	100	1.822980	7.945048
379	1	100	-2.964362	5.564067
380	2	13	3.592219	4.760182
380	2	87	8.415722	1.642348
381	1	100	-0.938647	7.922388
382	1	100	5.954238	1.840497
383	2	78	7.124456	1.718523
383	2	22	1.408015	8.234988
384	1	100	1.499065	7.000047
385	1	100	6.321783	2.207972
386	1	100	1.858681	6.439397
387	1	100	1.018025	6.924798
388	1	100	-0.381151	7.972880
389	1	100	7.929161	1.337860
390	2	63	2.052773	5.915094
390	2	37	6.896840	0.423539
391	1	100	-0.753878	8.854582
392	1	100	-1.018713	8.504484
393	1	100	3.909725	6.572865
394	1	100	-0.138947	8.202467
395	1	100	3.985727	6.155962
396	1	100	6.309913	0.781969
397	1	100	7.481758	3.354923
398	1	100	0.572332	6.817918
399	2	47	8.981351	1.279960
399	2	53	4.537764	6.763498
400	1	100	2.756272	5.797494
401	1	100	0.205657	6.400884
402	1	100	3.292484	7.299919
403	1	100	5.629386	8.839547
404	2	45	2.925338	6.783031
404	2	55	7.213478	1.451470
405	2	88	1.136905	8.719781
405	2	12	7.596991	2.279411
406	1	100	8.857493	-0.619678
407	2	58	0.546071	6.773413
407	2	42	7.045750	2.453098
408	1	100	7.550898	1.270256
409	1	100	6.983235	3.459363
410	2	87	3.638499	9.151685
410	2	13	7.264774	3.614896
411	1	100	-0.218825	6.984476
412	2	31	3.463380	7.528820
412	2	69	8.988005	1.875824
413	1	100	6.922717	2.073320
414	1	100	7.816185	-0.443165
415	1	100	6.736033	1.513036
416	1	100	0.773091	6.207267
417	1	100	-1.539682	8.138325
418	2	2	5.996612	2.877745
418	2	98	1.128323	6.977505
419	1	100	4.764628	9.053414
420	2	79	5.827255	0.662952
420	2	21	0.855712	4.858140
421	1	100	-1.570542	7.325367
422	1	100	0.145976	9.345769
423	1	100	1.307092	7.979656
424	1	100	-0.873735	7.938553
425	2	58	6.532948	4.066305
425	2	42	1.940925	7.876489
426	1	100	2.798777	6.215312
427	2	14	6.305489	2.957950
427	2	86	0.610100	7.795273
428	1	100	-1.260835	7.925781
429	2	53	7.427994	2.412087
429	2	47	3.442132	6.522242
430	1	100	-1.046528	7.647396
431	1	100	9.366083	1.290633
432	1	100	-2.355818	7.904087
433	1	100	6.313933	2.367698
434	1	100	4.704451	1.400190
435	2	89	6.918050	0.063460
435	2	11	2.057905	6.592511
436	1	100	7.607924	-1.016033
437	1	100	8.773330	3.236749
438	1	100	4.505339	6.222092
439	2	64	1.372001	8.089664
439	2	36	7.775740	2.017228
440	1	100	7.026114	2.671449
441	1	100	8.085298	1.812564
442	1	100	1.572565	8.182532
443	2	72	6.071951	1.464912
443	2	28	4.534718	6.816304
444	1	100	5.994604	-2.396275
445	1	100	1.803804	8.271816
446	1	100	0.086607	6.689609
447	2	87	2.307356	6.801806
447	2	13	8.009174	1.374680
448	1	100	2.243716	6.273597
449	1	100	6.653463	0.256906
450	1	100	5.450680	-4.606119
451	1	100	4.753417	6.688853
452	1	100	3.644387	4.668719
453	1	100	6.812942	2.691633
454	1	100	6.685649	3.719000
455	1	100	8.593317	2.405541
456	1	100	6.504292	-0.277848
457	1	100	2.976803	6.409222
458	1	100	3.637041	8.983350
459	2	66	1.732688	5.738395
459	2	34	4.740093	0.505856
460	1	100	3.762495	-2.481918
461	1	100	8.487283	3.028368
462	1	100	6.072443	1.062360
463	1	100	4.833671	2.476130
464	1	100	8.720782	0.303284
465	1	100	3.915913	7.920925
466	1	100	-0.099008	7.668201
467	1	100	4.152766	5.654744
468	1	100	0.186389	6.953054
469	1	100	7.896385	-1.058721
470	1	100	-0.414656	5.972444
471	1	100	1.897159	7.318210
472	1	100	2.887961	6.176598
473	1	100	-1.982364	7.342004
474	2	73	2.196610	7.151060
474	2	27	7.399550	3.414998
475	2	88	5.909804	1.500333
475	2	12	1.846769	6.212486
476	2	86	-0.942527	7.075338
476	2	14	5.105643	2.881974
477	1	100	-2.082889	7.454824
478	1	100	3.193097	5.316691
479	1	100	6.669438	-0.065921
480	1	100	-0.261018	7.195538
481	1	100	2.673298	9.096958
482	1	100	3.798986	8.210388
483	1	100	0.194132	6.307652
484	2	63	0.536146	7.051436
484	2	37	6.675287	1.452078
485	2	17	3.016519	3.947854
485	2	83	8.192300	-0.523550
486	1	100	7.015963	-1.820237
487	1	100	3.904704	5.869315
488	1	100	6.012065	0.251704
489	1	100	-0.881865	5.797861
490	2	84	8.197361	-0.281802
490	2	16	3.639487	6.057742
491	1	100	7.878039	-0.118045
492	2	75	7.547014	0.781461
492	2	25	4.343168	6.548432
493	1	100	-0.367172	7.659834
494	1	100	6.419424	-1.786514
495	1	100	1.554973	8.199852
496	1	100	8.267992	3.426336
497	1	100	8.507561	-0.053766
498	1	100	-1.216273	6.431993
499	1	100	2.402274	5.187716
500	2	36	2.823101	8.587735
500	2	64	6.472895	4.121304
501	1	100	0.260416	9.833113
502	1	100	4.008708	6.922135
503	1	100	3.506790	6.056511
504	2	79	6.044075	3.940752
504	2	21	3.565925	6.305475
505	1	100	8.988744	-0.092328
506	1	100	5.480038	2.103366
507	1	100	0.000042	6.867058
508	1	100	-0.265926	7.336660
509	2	63	2.111153	3.619846
509	2	37	6.747138	-0.355248
510	1	100	2.453986	5.761884
511	1	100	9.145890	3.879425
512	1	100	6.980083	2.699854
513	1	100	3.391290	9.686129
514	1	100	-0.461672	8.508143
515	2	37	1.774527	7.945435
515	2	63	6.299308	2.508840
516	1	100	2.973072	7.663699
517	1	100	6.689771	2.698504
518	1	100	-2.059379	6.942675
519	2	74	4.910329	6.567273
519	2	26	6.833488	1.641735
520	2	93	-1.433181	7.557515
520	2	7	5.054489	2.592717
521	1	100	6.697576	3.293175
522	1	100	7.070787	1.496783
523	1	100	8.048062	-0.321210
524	1	100	8.961638	-0.532194
525	2	66	6.666693	2.084663
525	2	34	3.398626	7.198324
526	2	27	6.649232	2.398942
526	2	73	1.479264	6.671043
527	1	100	6.778250	-3.975785
528	1	100	0.264296	6.249003
529	1	100	3.270336	6.706051
530	1	100	2.312202	8.075150
531	1	100	8.191888	3.680926
532	1	100	0.651623	6.421618
533	2	39	2.020475	5.595939
533	2	61	7.339338	1.655261
534	1	100	6.047899	2.501364
535	1	100	2.579249	8.658990
536	1	100	5.178169	2.839362
537	1	100	4.735274	5.790443
538	1	100	1.652969	7.815898
539	1	100	4.849552	6.399569
540	1	100	4.741352	2.137051
541	2	65	0.719968	6.582533
541	2	35	7.137021	-0.013586
542	1	100	0.703578	6.439355
543	1	100	7.289388	3.432634
544	1	100	6.745121	2.356473
545	1	100	0.688769	6.412788
546	1	100	8.031476	-1.316246
547	1	100	5.408770	-0.767297
548	2	72	6.495591	1.311961
548	2	28	0.139113	7.210966
549	1	100	7.655793	0.579334
550	1	100	3.687543	3.594413
551	1	100	2.632923	5.911645
552	1	100	8.142631	-4.463363
553	2	84	8.782820	0.568469
553	2	16	3.996073	6.833175
554	1	100	7.989072	2.714095
555	1	100	7.007578	4.201744
556	2	24	6.137965	3.669417
556	2	76	1.926625	7.244713
557	2	32	3.776201	6.906105
557	2	68	7.227842	1.126088
558	1	100	2.410774	6.759059
559	1	100	8.742716	1.945567
560	2	41	5.794117	3.685501
560	2	59	3.990208	5.336252
561	1	100	0.893896	6.787932
562	2	31	4.759590	5.584606
562	2	69	6.741674	2.872290
563	1	100	5.320263	3.640112
564	1	100	2.845103	8.393208
565	1	100	7.662885	0.200718
566	1	100	4.593533	6.053270
567	2	86	1.963828	9.209121
567	2	14	8.425111	4.147333
568	2	82	3.580602	5.334948
568	2	18	5.599216	3.338440
569	1	100	5.061182	6.996183
570	1	100	6.904236	0.834383
571	1	100	1.458159	6.642170
572	1	100	7.520678	-0.259168
573	1	100	0.324281	7.912071
574	1	100	4.225928	4.572756
575	1	100	-1.247362	6.145630
576	1	100	0.789514	6.778736
577	1	100	9.509204	2.229621
578	1	100	7.221613	0.218320
579	1	100	0.152119	6.668779
580	1	100	7.627437	3.281748
581	1	100	6.799250	0.721579
582	1	100	0.539260	4.993277
583	1	100	1.649840	7.628943
584	1	100	2.097764	5.530988
585	1	100	-0.079266	8.432585
586	2	82	6.642210	4.296104
586	2	18	3.449083	6.478298
587	1	100	0.253884	3.930128
588	2	78	6.261744	1.983404
588	2	22	3.370974	6.586018
589	1	100	3.135839	5.928611
590	1	100	5.640932	7.309152
591	1	100	1.957390	7.522483
592	2	43	7.289441	3.428310
592	2	57	3.309474	7.717985
593	1	100	7.446637	1.066953
594	2	90	2.344729	6.125490
594	2	10	7.196755	0.513493
595	2	47	7.014894	0.771948
595	2	53	2.985642	5.210472
596	2	63	4.095567	7.272529
596	2	37	5.794610	2.014964
597	1	100	6.026939	5.803058
598	1	100	-0.097503	5.835314
599	1	100	6.415408	0.147926
600	1	100	4.569419	4.370459
601	1	100	1.229151	7.911770
602	1	100	3.205327	6.456613
603	1	100	7.303398	2.527427
604	1	100	8.932539	2.941295
605	1	100	2.674836	7.892795
606	2	25	7.857738	1.857471
606	2	75	2.511497	8.310045
607	2	90	8.524052	1.159797
607	2	10	3.061953	6.571978
608	1	100	2.590854	9.274112
609	1	100	0.556977	7.700555
610	1	100	5.704271	-0.631656
611	2	96	0.473331	7.956255
611	2	4	5.565819	2.614751
612	2	36	8.917046	1.822498
612	2	64	2.909183	7.214782
613	1	100	-1.401116	6.736336
614	1	100	7.351924	0.820694
615	1	100	0.436078	6.591976
616	1	100	1.848727	6.524121
617	1	100	1.438632	6.190408
618	1	100	5.294343	4.454760
619	1	100	7.272511	1.594536
620	1	100	0.416498	4.911107
621	1	100	8.012387	5.507826
622	1	100	1.590895	7.065112
623	1	100	6.277351	1.462673
624	1	100	6.395264	2.275343
625	1	100	5.464244	4.343465
626	1	100	7.721181	0.967614
627	2	81	6.906148	1.806958
627	2	19	1.640160	6.335166
628	1	100	8.933867	2.421325
629	1	100	-0.417346	7.220280
630	2	22	4.473935	6.102311
630	2	78	6.709923	1.714407
631	1	100	2.250801	5.228932
632	2	97	2.056870	6.066656
632	2	3	7.090033	3.020313
633	2	87	2.529413	7.971814
633	2	13	6.588493	5.128862
634	1	100	2.170008	6.154872
635	1	100	5.681967	5.610507
636	1	100	0.458511	6.164466
637	1	100	-0.642384	8.686190
638	2	55	6.090792	1.356008
638	2	45	0.392446	7.100539
639	1	100	0.395979	8.319146
640	1	100	6.768867	0.644013
641	1	100	8.381396	1.528370
642	1	100	1.010394	9.767444
643	1	100	6.704759	-0.632107
644	2	94	6.672335	0.351946
644	2	6	2.632657	5.083047
645	2	37	0.099919	7.107626
645	2	63	6.502906	1.306361
646	2	10	6.953280	0.297617
646	2	90	0.595113	5.312388
647	2	61	2.629455	6.458600
647	2	39	7.353347	2.463013
648	1	100	6.663926	1.984809
649	1	100	3.665354	7.369655
650	1	100	1.126298	8.005094
651	1	100	0.170963	7.806963
652	1	100	6.191023	2.882022
653	2	81	7.305311	-1.092190
653	2	19	3.227938	5.216627
654	1	100	2.296204	6.261046
655	1	100	3.995343	6.927664
656	1	100	3.723646	5.642981
657	2	89	6.662372	0.943060
657	2	11	1.708393	7.113189
658	1	100	6.923190	2.848400
659	2	79	1.063459	9.107324
659	2	21	6.672174	2.686387
660	1	100	7.867546	1.776902
661	1	100	-0.173658	6.381821
662	1	100	8.519638	0.925835
663	2	55	3.745933	6.146831
663	2	45	7.599913	0.778731
664	1	100	6.055079	2.961110
665	1	100	6.141896	2.564996
666	1	100	8.535507	-2.411390
667	1	100	8.496297	0.919284
668	2	83	8.721516	1.675843
668	2	17	5.007310	6.525063
669	1	100	6.209982	-1.123165
670	2	48	8.818200	1.588097
670	2	52	3.860663	5.955117
671	2	89	7.089744	0.945885
671	2	11	4.475168	5.535524
672	1	100	9.551030	-1.441733
673	1	100	1.340924	6.391066
674	1	100	-0.559471	6.706224
675	1	100	5.850345	2.337615
676	2	43	7.293284	1.964268
676	2	57	1.479495	6.300905
677	1	100	1.623747	7.405367
678	2	96	6.631607	3.296763
678	2	4	1.188958	7.271950
679	1	100	8.680925	0.830697
680	2	90	6.996204	0.515951
680	2	10	2.162889	5.596386
681	1	100	-2.549888	5.539358
682	1	100	8.538413	0.648063
683	1	100	3.446414	4.231965
684	1	100	2.400413	8.203392
685	2	97	1.805401	6.620020
685	2	3	6.439990	2.549327
686	2	58	-0.240737	8.627758
686	2	42	6.120964	3.765141
687	1	100	3.644258	6.757524
688	1	100	7.881244	0.199634
689	1	100	5.714233	-0.383637
690	1	100	6.564476	0.412945
691	1	100	-0.096200	8.679462
692	1	100	6.959951	3.627631
693	1	100	7.956768	0.762359
694	1	100	-1.548571	6.703554
695	1	100	0.527098	6.711341
696	1	100	6.854402	2.010148
697	1	100	0.125721	7.453007
698	2	18	6.945286	-0.264710
698	2	82	1.204802	5.552039
699	2	63	0.969431	6.422172
699	2	37	6.599503	3.400967
700	2	59	7.580557	3.415420
700	2	41	2.833904	6.426341
701	1	100	-0.671211	6.323629
702	1	100	6.609389	0.248957
703	1	100	0.305825	5.898830
704	1	100	0.133900	7.209342
705	1	100	6.371613	3.082402
