1	1	100	3.320564	5.524823
2	1	100	6.311916	-0.496545
3	2	89	1.413885	7.385945
3	2	11	6.881229	2.844172
4	2	88	7.726783	1.930902
4	2	12	3.010528	6.555376
5	1	100	-0.929634	6.016695
6	2	76	7.834801	1.982188
6	2	24	3.369285	5.728373
7	1	100	6.857402	0.810328
8	1	100	0.297580	8.393128
9	1	100	1.345505	7.004799
10	1	100	1.521206	7.497064
11	1	100	-0.044152	7.958739
12	1	100	0.693637	7.785474
13	1	100	3.808661	4.307150
14	2	35	3.111255	7.815539
14	2	65	6.655801	3.972471
15	1	100	7.441738	-0.234512
16	2	99	2.078976	6.307494
16	2	1	5.897767	1.018368
17	1	100	7.278815	0.478766
18	1	100	3.823643	6.356727
19	2	85	1.379407	6.141118
19	2	15	6.438290	2.910067
20	1	100	-0.884361	6.361630
21	1	100	7.517701	-3.866316
22	1	100	-0.879307	5.448534
23	1	100	-0.736611	8.175661
24	1	100	6.296770	3.700179
25	1	100	6.151794	-3.202353
26	1	100	6.765351	0.509199
27	2	30	6.912514	0.751960
27	2	70	3.934606	6.641450
28	1	100	6.094980	2.998047
29	1	100	7.352218	0.417891
30	2	93	7.814335	0.427490
30	2	7	4.383831	6.552567
31	2	88	1.660955	8.760824
31	2	12	5.849476	2.737625
32	1	100	2.653291	6.054465
33	1	100	2.580898	7.562461
34	1	100	1.289157	6.486489
35	1	100	1.106094	7.977792
36	1	100	5.808387	1.210439
37	1	100	7.559508	1.420545
38	1	100	6.084921	3.758689
39	1	100	-0.053708	6.166607
40	1	100	3.482947	6.773142
41	1	100	4.130217	7.842348
42	1	100	-0.289417	7.265542
43	1	100	8.416563	0.462014
44	1	100	6.741985	-2.019948
45	1	100	3.842963	5.963830
46	1	100	5.238025	3.621258
47	1	100	8.933122	0.775568
48	2	95	0.000821	8.726198
48	2	5	6.403301	4.251167
49	1	100	8.652396	-1.411708
50	1	100	8.337033	1.232339
51	2	74	2.343634	5.906432
51	2	26	6.549449	2.966552
52	1	100	-2.017110	7.264171
53	2	89	6.910113	0.034453
53	2	11	5.116734	4.446180
54	1	100	3.462186	9.741048
55	1	100	5.831092	1.424431
56	2	83	5.554618	3.092100
56	2	17	1.900808	5.772092
57	1	100	3.496058	5.252045
58	1	100	0.259108	7.638417
59	2	84	3.501610	3.187629
59	2	16	-1.772286	7.095080
60	1	100	3.174496	7.805623
61	1	100	6.854293	0.947062
62	1	100	8.480136	-1.583559
63	1	100	2.295455	5.460965
64	1	100	8.380065	-2.402094
65	1	100	5.523228	6.198930
66	1	100	2.105090	6.772996
67	1	100	-0.108592	7.986304
68	1	100	-0.209692	6.998126
69	2	56	8.651271	-1.091504
69	2	44	5.072969	4.919462
70	1	100	7.613096	3.610247
71	1	100	4.485905	4.259648
72	2	77	3.383573	6.454731
72	2	23	7.248377	2.908051
73	1	100	6.543381	4.361664
74	1	100	8.513124	0.756486
75	1	100	-0.695561	5.036015
76	2	45	4.044925	7.862903
76	2	55	6.828690	3.083658
77	1	100	2.561733	6.406935
78	1	100	-0.509549	5.770655
79	1	100	7.257851	2.368232
80	2	87	0.405453	7.155417
80	2	13	5.405634	2.648809
81	1	100	8.205232	1.419519
82	1	100	-2.144667	8.172405
83	1	100	6.331947	-1.831353
84	2	28	6.591574	1.105610
84	2	72	3.611432	6.064285
85	1	100	3.112352	6.067852
86	1	100	6.468650	1.920478
87	1	100	5.798588	2.577516
88	1	100	2.935584	7.605322
89	1	100	3.978718	2.872883
90	1	100	0.645477	9.512317
91	1	100	-0.432636	7.333588
92	1	100	-4.607448	6.474256
93	1	100	-0.096274	6.539550
94	2	80	0.181941	6.533978
94	2	20	6.559998	0.851305
95	2	49	2.301663	5.755312
95	2	51	8.646776	-0.085315
96	1	100	4.105304	5.111032
97	2	75	-0.191245	5.863492
97	2	25	6.193491	1.853894
98	2	60	7.385191	3.993612
98	2	40	1.785107	7.259310
99	1	100	0.887959	7.331299
100	1	100	2.317316	7.945106
101	1	100	6.840231	3.506915
102	1	100	1.949146	9.237404
103	1	100	7.422704	4.833352
104	1	100	6.655561	0.258738
105	1	100	8.392036	1.296972
106	1	100	4.078575	4.847552
107	2	64	1.810101	6.186006
107	2	36	7.504689	4.232097
108	1	100	3.888505	4.938091
109	1	100	1.648593	8.387952
110	1	100	3.774458	4.493188
111	1	100	8.417644	1.111422
112	1	100	1.045590	7.028847
113	1	100	1.001961	8.583605
114	1	100	7.318453	2.196329
115	1	100	8.858455	0.890023
116	1	100	6.376546	2.298823
117	1	100	0.581554	9.098179
118	1	100	5.328497	1.099863
119	1	100	-0.193195	7.079994
120	2	45	0.001299	7.611798
120	2	55	6.442114	2.537952
121	1	100	4.261264	9.129181
122	1	100	4.256980	6.944163
123	2	86	2.333708	7.099983
123	2	14	6.890632	1.865274
124	1	100	6.608954	-0.762965
125	1	100	7.157060	0.577723
126	1	100	6.069799	-0.836899
127	1	100	4.151744	6.833063
128	1	100	9.011807	-2.070175
129	1	100	2.495325	6.844317
130	1	100	6.536110	2.984159
131	1	100	5.287222	1.858064
132	1	100	6.305050	2.986549
133	1	100	6.591316	1.316242
134	1	100	5.554215	3.981747
135	1	100	8.478940	-0.467843
136	1	100	-0.982790	7.453681
137	1	100	7.368739	1.280260
138	1	100	6.745011	1.122853
139	1	100	8.096211	2.461623
140	2	26	1.756177	6.989174
140	2	74	6.630526	2.161781
141	1	100	5.579498	0.618943
142	1	100	9.807536	-2.701824
143	1	100	0.182953	7.096450
144	2	90	8.319455	2.402456
144	2	10	3.027232	7.757532
145	1	100	6.166116	3.535910
146	1	100	2.042950	6.886540
147	1	100	6.031980	3.309625
148	1	100	7.774682	-0.381263
149	2	84	1.270755	5.596218
149	2	16	7.019860	1.823755
150	1	100	6.619318	1.403315
151	1	100	6.672903	-0.234843
152	1	100	6.968867	-0.693881
153	1	100	4.613865	5.559340
154	1	100	0.221438	4.306898
155	2	90	1.970120	7.039860
155	2	10	7.337732	0.837711
156	1	100	1.350095	6.508577
157	1	100	-5.896165	7.241390
158	1	100	4.283558	6.631202
159	2	29	5.530740	3.685003
159	2	71	2.952597	5.898548
160	1	100	7.543789	1.997462
161	1	100	5.622690	-0.375159
162	2	64	1.607359	6.713026
162	2	36	6.859093	0.599601
163	1	100	7.573822	0.113934
164	1	100	8.111259	0.482730
165	2	72	6.123801	1.750442
165	2	28	0.187163	6.449511
166	1	100	9.105285	0.035838
167	1	100	0.015948	9.149487
168	1	100	7.318844	-1.284220
169	1	100	5.751472	1.535218
170	1	100	6.026063	3.401528
171	1	100	4.580546	2.411893
172	1	100	2.221077	5.704192
173	2	36	6.681426	1.860811
173	2	64	2.560071	4.854702
174	1	100	6.366331	2.293356
175	1	100	2.366156	2.569960
176	1	100	3.968653	2.756834
177	1	100	0.781603	7.145142
178	1	100	-2.068834	7.623569
179	1	100	2.392039	5.140412
180	1	100	1.464846	6.900061
181	1	100	1.381257	7.128895
182	1	100	8.079727	1.715668
183	2	67	1.665067	6.957140
183	2	33	6.333808	2.583583
184	1	100	0.506437	7.017969
185	1	100	6.907083	0.790255
186	1	100	2.136782	7.846027
187	2	27	4.402903	5.277365
187	2	73	1.230465	7.708951
188	1	100	9.855024	1.993382
189	2	95	0.303556	7.902996
189	2	5	5.319181	4.209982
190	1	100	1.490159	5.397975
191	1	100	5.829936	4.183421
192	1	100	6.550377	1.797200
193	1	100	4.894921	7.703004
194	1	100	5.198311	5.029957
195	1	100	8.226263	0.428212
196	1	100	2.142032	6.608393
197	2	83	7.456584	3.205877
197	2	17	3.269958	6.370052
198	2	99	5.912435	-1.622567
198	2	1	1.194975	4.304878
199	1	100	0.189656	7.428736
200	2	70	6.872531	0.357810
200	2	30	1.570546	6.644615
201	1	100	6.934764	0.595560
202	1	100	1.531512	4.863137
203	1	100	4.238013	8.027731
204	1	100	9.047946	-0.631570
205	1	100	6.436821	0.672620
206	1	100	5.459044	2.399622
207	1	100	5.993581	3.624662
208	1	100	5.083783	5.327084
209	1	100	6.753395	2.846352
210	1	100	5.785212	6.616278
211	1	100	2.966285	7.258650
212	2	76	0.134592	5.866257
212	2	24	5.547488	3.180711
213	2	56	2.475663	6.928369
213	2	44	7.248902	2.103865
214	1	100	5.096974	3.990431
215	1	100	0.784470	5.462600
216	2	76	2.705255	6.593792
216	2	24	5.331962	3.815151
217	2	73	-0.004511	8.166859
217	2	27	6.269915	1.718982
218	1	100	2.411929	5.923178
219	1	100	5.104069	6.608973
220	1	100	5.476354	-0.799179
221	1	100	7.580999	-1.780644
222	2	39	1.390265	7.359751
222	2	61	7.015059	4.038808
223	1	100	2.205625	8.789972
224	1	100	1.694600	6.285185
225	1	100	2.330883	6.675503
226	1	100	7.078888	-0.949217
227	1	100	6.675327	0.707702
228	1	100	8.526380	1.265196
229	2	75	7.596478	0.336328
229	2	25	1.773432	6.366603
230	1	100	1.981273	5.794027
231	2	79	2.740150	6.356173
231	2	21	5.829516	3.896140
232	1	100	5.053877	1.310490
233	1	100	4.085271	6.593365
234	2	68	1.139463	6.836689
234	2	32	7.202592	1.210036
235	2	93	7.170337	0.457637
235	2	7	3.791837	5.849728
236	1	100	-2.318204	7.309396
237	2	40	6.685599	1.612071
237	2	60	1.405417	6.446966
238	2	76	8.290193	1.925241
238	2	24	4.666995	6.584595
239	1	100	1.664737	6.970709
240	1	100	4.494127	3.444285
241	1	100	-2.568366	7.001518
242	2	33	3.896745	8.394016
242	2	67	9.260106	3.482900
243	1	100	-0.063586	8.167080
244	1	100	6.628891	-4.084203
245	1	100	7.364771	2.388843
246	1	100	8.299408	-1.378676
247	1	100	-0.784570	6.581360
248	1	100	6.684693	1.586110
249	1	100	4.609418	-1.975306
250	1	100	1.713214	6.012364
251	1	100	6.346350	0.575286
252	1	100	7.337551	0.248214
253	1	100	0.702363	4.570739
254	1	100	3.455695	5.091454
255	2	6	7.725594	0.761238
