3	2	1.413885	7.385945	6.881229	2.844172
4	2	7.726783	1.930902	3.010528	6.555376
6	2	7.834801	1.982188	3.369285	5.728373
14	2	3.111255	7.815539	6.655801	3.972471
16	2	2.078976	6.307494	5.897767	1.018368
19	2	1.379407	6.141118	6.438290	2.910067
27	2	6.912514	0.751960	3.934606	6.641450
30	2	7.814335	0.427490	4.383831	6.552567
31	2	1.660955	8.760824	5.849476	2.737625
48	2	0.000821	8.726198	6.403301	4.251167
51	2	2.343634	5.906432	6.549449	2.966552
53	2	6.910113	0.034453	5.116734	4.446180
56	2	5.554618	3.092100	1.900808	5.772092
59	2	3.501610	3.187629	-1.772286	7.095080
69	2	8.651271	-1.091504	5.072969	4.919462
72	2	3.383573	6.454731	7.248377	2.908051
76	2	4.044925	7.862903	6.828690	3.083658
80	2	0.405453	7.155417	5.405634	2.648809
84	2	6.591574	1.105610	3.611432	6.064285
94	2	0.181941	6.533978	6.559998	0.851305
95	2	2.301663	5.755312	8.646776	-0.085315
97	2	-0.191245	5.863492	6.193491	1.853894
98	2	7.385191	3.993612	1.785107	7.259310
107	2	1.810101	6.186006	7.504689	4.232097
120	2	0.001299	7.611798	6.442114	2.537952
123	2	2.333708	7.099983	6.890632	1.865274
140	2	1.756177	6.989174	6.630526	2.161781
144	2	8.319455	2.402456	3.027232	7.757532
149	2	1.270755	5.596218	7.019860	1.823755
155	2	1.970120	7.039860	7.337732	0.837711
159	2	5.530740	3.685003	2.952597	5.898548
162	2	1.607359	6.713026	6.859093	0.599601
165	2	6.123801	1.750442	0.187163	6.449511
173	2	6.681426	1.860811	2.560071	4.854702
183	2	1.665067	6.957140	6.333808	2.583583
187	2	4.402903	5.277365	1.230465	7.708951
189	2	0.303556	7.902996	5.319181	4.209982
197	2	7.456584	3.205877	3.269958	6.370052
198	2	5.912435	-1.622567	1.194975	4.304878
200	2	6.872531	0.357810	1.570546	6.644615
212	2	0.134592	5.866257	5.547488	3.180711
213	2	2.475663	6.928369	7.248902	2.103865
216	2	2.705255	6.593792	5.331962	3.815151
217	2	-0.004511	8.166859	6.269915	1.718982
222	2	1.390265	7.359751	7.015059	4.038808
229	2	7.596478	0.336328	1.773432	6.366603
231	2	2.740150	6.356173	5.829516	3.896140
234	2	1.139463	6.836689	7.202592	1.210036
235	2	7.170337	0.457637	3.791837	5.849728
237	2	6.685599	1.612071	1.405417	6.446966
238	2	8.290193	1.925241	4.666995	6.584595
242	2	3.896745	8.394016	9.260106	3.482900
255	2	7.725594	0.761238	2.228467	7.024037
259	2	8.433819	2.576099	2.407758	9.112809
266	2	0.323608	5.849143	5.964981	-0.293216
267	2	6.619297	0.480250	0.896134	6.530733
270	2	0.763184	6.549522	7.284560	0.823965
274	2	1.908536	7.452856	8.148925	1.510273
282	2	7.623278	0.409605	4.004283	6.395526
283	2	3.365349	8.264702	9.885649	3.562598
292	2	2.724593	6.665216	7.073529	3.440745
293	2	1.150943	8.522390	5.957090	3.022493
298	2	6.957235	1.239038	1.604232	6.742214
299	2	-0.226406	8.194886	5.619846	2.837724
305	2	0.666712	6.689641	6.865196	2.411215
323	2	5.490446	2.751212	0.659869	6.832938
324	2	7.880772	3.438467	2.074339	7.449285
325	2	1.174701	8.530465	6.399992	3.423064
327	2	7.277218	3.479018	4.472270	7.051513
329	2	7.421132	3.193770	2.958161	6.682003
331	2	-1.581732	6.149093	4.710645	2.903993
332	2	5.574412	2.281452	-0.650586	7.501020
334	2	7.609493	2.163253	4.619978	6.048048
341	2	6.810404	3.642978	1.070563	6.508895
342	2	7.228958	-0.157059	0.849971	5.628933
343	2	1.106825	6.308769	7.741304	2.188796
344	2	1.287553	6.895084	7.471480	0.601173
355	2	7.194482	-1.136682	1.698234	3.968297
364	2	5.959355	3.437973	2.144943	6.969673
366	2	8.599149	0.227284	3.979900	6.219498
367	2	8.064749	4.934997	3.143880	7.108970
371	2	1.565821	8.526449	7.047943	2.702858
380	2	3.592219	4.760182	8.415722	1.642348
383	2	7.124456	1.718523	1.408015	8.234988
390	2	2.052773	5.915094	6.896840	0.423539
399	2	8.981351	1.279960	4.537764	6.763498
404	2	2.925338	6.783031	7.213478	1.451470
405	2	1.136905	8.719781	7.596991	2.279411
407	2	0.546071	6.773413	7.045750	2.453098
410	2	3.638499	9.151685	7.264774	3.614896
412	2	3.463380	7.528820	8.988005	1.875824
418	2	5.996612	2.877745	1.128323	6.977505
420	2	5.827255	0.662952	0.855712	4.858140
425	2	6.532948	4.066305	1.940925	7.876489
427	2	6.305489	2.957950	0.610100	7.795273
429	2	7.427994	2.412087	3.442132	6.522242
435	2	6.918050	0.063460	2.057905	6.592511
439	2	1.372001	8.089664	7.775740	2.017228
443	2	6.071951	1.464912	4.534718	6.816304
447	2	2.307356	6.801806	8.009174	1.374680
459	2	1.732688	5.738395	4.740093	0.505856
474	2	2.196610	7.151060	7.399550	3.414998
475	2	5.909804	1.500333	1.846769	6.212486
476	2	-0.942527	7.075338	5.105643	2.881974
484	2	0.536146	7.051436	6.675287	1.452078
485	2	3.016519	3.947854	8.192300	-0.523550
490	2	8.197361	-0.281802	3.639487	6.057742
492	2	7.547014	0.781461	4.343168	6.548432
500	2	2.823101	8.587735	6.472895	4.121304
504	2	6.044075	3.940752	3.565925	6.305475
509	2	2.111153	3.619846	6.747138	-0.355248
515	2	1.774527	7.945435	6.299308	2.508840
519	2	4.910329	6.567273	6.833488	1.641735
520	2	-1.433181	7.557515	5.054489	2.592717
525	2	6.666693	2.084663	3.398626	7.198324
526	2	6.649232	2.398942	1.479264	6.671043
533	2	2.020475	5.595939	7.339338	1.655261
541	2	0.719968	6.582533	7.137021	-0.013586
548	2	6.495591	1.311961	0.139113	7.210966
553	2	8.782820	0.568469	3.996073	6.833175
556	2	6.137965	3.669417	1.926625	7.244713
557	2	3.776201	6.906105	7.227842	1.126088
