560	2	5.794117	3.685501	3.990208	5.336252
562	2	4.759590	5.584606	6.741674	2.872290
567	2	1.963828	9.209121	8.425111	4.147333
568	2	3.580602	5.334948	5.599216	3.338440
586	2	6.642210	4.296104	3.449083	6.478298
588	2	6.261744	1.983404	3.370974	6.586018
592	2	7.289441	3.428310	3.309474	7.717985
594	2	2.344729	6.125490	7.196755	0.513493
595	2	7.014894	0.771948	2.985642	5.210472
596	2	4.095567	7.272529	5.794610	2.014964
606	2	7.857738	1.857471	2.511497	8.310045
607	2	8.524052	1.159797	3.061953	6.571978
611	2	0.473331	7.956255	5.565819	2.614751
612	2	8.917046	1.822498	2.909183	7.214782
627	2	6.906148	1.806958	1.640160	6.335166
630	2	4.473935	6.102311	6.709923	1.714407
632	2	2.056870	6.066656	7.090033	3.020313
633	2	2.529413	7.971814	6.588493	5.128862
638	2	6.090792	1.356008	0.392446	7.100539
644	2	6.672335	0.351946	2.632657	5.083047
645	2	0.099919	7.107626	6.502906	1.306361
646	2	6.953280	0.297617	0.595113	5.312388
647	2	2.629455	6.458600	7.353347	2.463013
653	2	7.305311	-1.092190	3.227938	5.216627
657	2	6.662372	0.943060	1.708393	7.113189
659	2	1.063459	9.107324	6.672174	2.686387
663	2	3.745933	6.146831	7.599913	0.778731
668	2	8.721516	1.675843	5.007310	6.525063
670	2	8.818200	1.588097	3.860663	5.955117
671	2	7.089744	0.945885	4.475168	5.535524
676	2	7.293284	1.964268	1.479495	6.300905
678	2	6.631607	3.296763	1.188958	7.271950
680	2	6.996204	0.515951	2.162889	5.596386
685	2	1.805401	6.620020	6.439990	2.549327
686	2	-0.240737	8.627758	6.120964	3.765141
698	2	6.945286	-0.264710	1.204802	5.552039
699	2	0.969431	6.422172	6.599503	3.400967
700	2	7.580557	3.415420	2.833904	6.426341
708	2	1.732273	6.433435	6.991957	0.963107
712	2	5.749092	2.166858	0.423800	6.779750
715	2	0.812488	7.037068	6.737457	1.149491
721	2	1.443101	5.882758	7.405864	0.534063
729	2	2.104416	5.529695	5.999836	3.974484
734	2	2.219273	6.339281	6.996027	3.037979
738	2	6.180464	2.241023	4.106225	5.768705
741	2	0.381994	8.448355	6.975907	3.314531
748	2	6.661817	3.736717	3.238638	6.452759
756	2	2.385316	7.606574	7.362103	2.610408
758	2	1.564991	7.609805	5.831750	4.893749
767	2	6.278924	3.565210	1.942333	8.925666
778	2	7.793264	1.848637	4.205466	5.717775
783	2	6.895962	1.518482	0.301223	8.044736
787	2	0.894229	7.612386	6.572793	1.542217
790	2	3.440478	6.812496	6.255513	1.984118
791	2	4.894195	3.673706	0.758621	6.898577
792	2	5.952016	3.396827	2.611945	5.869148
793	2	1.990748	6.050025	6.686819	0.814769
795	2	2.832903	9.270700	5.762417	4.304392
803	2	6.629824	2.081356	0.297627	7.364518
805	2	1.996409	8.495712	6.087550	3.878682
815	2	2.517774	8.418544	8.442132	4.000402
818	2	7.502336	3.616684	1.725109	7.166881
851	2	7.797718	3.752438	3.306551	6.487090
852	2	3.151450	6.873271	5.837960	4.700124
856	2	-0.251218	9.476690	6.072682	2.929997
858	2	3.312772	6.356102	5.847609	3.762709
863	2	2.373618	7.397452	6.768216	2.499618
865	2	8.566211	0.763654	2.553425	6.421009
872	2	0.723375	7.067564	7.033466	3.435414
874	2	7.849156	2.223665	3.852748	6.871303
879	2	6.906031	0.704835	2.618115	6.200865
891	2	6.400597	4.208199	0.658094	8.067286
902	2	-0.011087	6.853343	6.249843	2.601126
905	2	9.038642	4.660589	4.643618	7.597742
907	2	5.839793	-0.481760	0.518879	5.412543
910	2	1.442652	6.540103	6.823050	1.966452
912	2	6.236848	3.055809	2.203198	7.335997
916	2	7.310699	0.710822	1.563042	7.234019
917	2	1.104428	6.619507	6.607903	1.736813
918	2	7.564659	2.089054	2.369876	6.249475
920	2	0.466657	7.411356	6.253431	1.024542
924	2	8.872564	1.105840	3.345137	6.188422
931	2	5.150565	1.844124	-0.607811	8.112444
935	2	7.207828	0.616378	4.385970	6.140694
940	2	0.914770	8.427010	7.121819	2.621289
943	2	2.394268	6.775539	5.920217	2.861262
945	2	3.573121	7.851731	8.371616	2.806458
948	2	-0.255096	9.503325	6.222471	4.281549
951	2	1.097134	6.380759	5.947337	0.312869
956	2	1.271028	5.601578	6.925286	2.281570
957	2	-2.049897	6.896103	3.818474	4.349724
960	2	7.171187	1.772758	1.475066	7.939707
962	2	6.845811	2.695726	0.967997	5.911948
968	2	6.778563	0.646457	0.282299	7.002195
980	2	2.724892	8.513343	8.445869	1.989613
981	2	1.844999	5.153187	8.266886	-1.232514
989	2	8.041999	1.006957	2.913411	7.282680
990	2	-0.209385	7.523921	6.315171	4.179242
995	2	0.472802	7.003372	6.649883	3.537135
999	2	5.577621	4.318203	0.836435	7.972918
